제목,본문,날짜,링크
지금 신차 사면 '1500만원 할인'까지?…연말 프로모션 치열,"1년 중 신차를 가장 저렴하게 살 수 있는 12월이 왔다. 승용차에 붙는 개별소비세 인하 혜택 종료를 앞두고 자동차 업계가 판촉을 위한 연말 대규모 할인 프로모션을 벌이면서다.  18일 업계에 따르면 12월은 연말 재고 정리와 개소세 인하 종료 임박에 따라 통상 완성차들의 할인·금융 혜택이 커지는 시기다. 차를 저렴하게 구매하고 싶다면 12월 내에 차량을 배정받고 등록까지 마쳐야 개소세 혜택을 받을 수 있는 게 '포인트'. 다음달에 차를 사면 해가 바뀌면서 똑같은 차를 사더라도 더 많은 세금을 내야 할 수 있기 때문이다.  현대차는 연말을 맞아 그랜저를 비롯한 인기 차종에 대해 ‘라스트 찬스 프로모션’을 실시한다. 라스트 찬스 프로모션은 그랜저 차종에 대해 특별 프로모션을 제공하고 그외의 현대·제네시스 인기 차종에 대해서도 최대 500만원의 할인 혜택을 제공한다.  그랜저(하이브리드 포함)를 구매하는 고객은 차량 가격 200만원 할인 또는 기간에 상관없이 모빌리티 표준형 할부 무이자 중 하나를 선택할 수 있다. 코나 EV는 기본 300만원, 아이오닉 5는 200만원의 가격 혜택을 기본 적용 받고 쏘나타(하이브리드 포함)도 최대 200만원의 가격 혜택이 제공된다.  제네시스의 경우 △GV80 최대 500만원 △G90 최대 400만원 △G80·GV70는 최대 300만원씩의 혜택이 제공된다.  기아는 12월 한 달간 일부 차종에 대해 할인 프로모션을 진행한다. 개소세 한시적 감면과 조기 출고 지원금(12월19일 이전 출고 기준), 생산월 할인, 전시차 할인을 모두 적용하면 △더 2026 K5 281만원 △더 2026 K8 397만원 △더 2025 니로 하이브리드 276만원의 할인 혜택을 받을 수 있다.  르노코리아도 모델별로 최대 160만원의 ‘개소세 더블 혜택’을 제공하고 있다. 그랑 콜레오스 구매 고객은 파워트레인에 상관없이 생산 월에 따라 110만~160만원의 개소세 더블 혜택을 받을 수 있으며 그랑 콜레오스 가솔린 2.0 터보 에스카파드 루프박스 모델 구매 고객은 최대 540만원의 혜택이 제공된다. 쿠페형 SUV 아르카나 역시 파워트레인에 따라 40만~90만원, 1.6 GTe 모델은 최대 370만원의 혜택이 제공된다.  특히 르노코리아는 세닉 E-Tech 구매 고객 대상으로 최대 1550만원에 달하는 혜택을 마련했다. 세닉 E-Tech를 사면 800만원 규모의 르노코리아 자체 전기차 보조금 지원과 최대 700만원의 연말 특별 추가 지원 혜택도 함께 제공한다. 과거 르노코리아 차량을 한번이라도 신차로 구매한 이력이 있거나 현재 보유하고 있는 로열티 고객에게는 50만원 할인이 추가로 제공된다.  세닉 E-Tech를 할부 구매하는 고객을 위한 특별한 조건도 새롭게 선보였다. 르노코리아 제휴 할부(MFS) 상품 이용 시 전기차 자체 보조금 지원 대신 6년 무이자 할부와 500만원의 전기차 특별혜택을 함께 제공한다. 또한 르노코리아 로열티 고객의 경우 제휴 할부 추가 혜택 30만원이 더해져 총 80만원으로 혜택 규모가 확대된다.  제너럴모터스는 2026년형 쉐보레 트랙스 크로스오버에 3.5% 이율(36개월)과 4.0% 이율(60개월)의 초저리 및 슈퍼 초장기 금융 프로그램을 제공한다. 이와 함께 2025년형은 3.9% 이율(60개월)에 50만원을 지원하는 콤보 할부 프로그램도 운영한다.  트레일블레이저 구매 고객에게는 4.5% 이율(36개월) 또는 4.9% 이율(60개월)의 초저리 및 슈퍼 초장기 금융 프로그램을 제공한다. 콜로라도의 경우 4.5% 이율(36개월), 4.9% 이율(60개월), 5.3% 이율(72개월)의 다양한 할부 프로그램을 운영하며 여기에 500만원의 콤보 할인이 추가 적용된다.  KG모빌리티의 경우 국내 최고 수준의 중고차 잔존 가치를 보장하는 ‘슬림페이 플랜 할부 프로그램’을 선보이고 있다. 이 프로그램은 선수금(0~30%)에 따라 연 3.9~4.5% 금리의 36개월~60개월 할부가 가능해 토레스 하이브리드 및 액티언 하이브리드의 경우 월 19만원대로 구매할 수 있다. 또 중고차 잔존 가치를 3년 최대 64%까지 보장해 준다. 이외에도 선수금(0~50%) 조건에 따라 0%(무이자)~5.3% 금리의 12~72개월 할부 프로그램을 이용할 수 있다.  업계 한 관계자는 “보통 12월은 자동차 제조사들이 실적 마감을 위해 가장 공격적인 할인을 내놓는 시기”라며 “이달 여러 완성차업체들이 선보이는 할인 혜택을 이용하면 올해까지 한시적으로 시행되는 개소세 인하와 더불어 다양한 프롤모션으로 차량 구매 부담이 완화될 것으로 기대된다”고 말했다.",2025.12.18. 오후 2:27,https://n.news.naver.com/mnews/article/015/0005226237
"한토신, 일산 강촌마을 3·5·7·8 통합재건축 예비사업시행자 지정","한국토지신탁이 고양시 일산동구 강촌마을 3·5·7·8단지 통합재건축 예비사업시행자로 지정고시 받았다고 18일 밝혔다.  이번 지정고시로 강촌마을 통합재건축사업은 행정 절차상 공식 단계에 진입하게 됐다. 현재 3616가구인 강촌마을 해당 구역은 재건축을 거쳐 6917가구로 거듭날 예정이다.  주민들은 노후계획도시 특별법을 바탕으로 개별 단지 단위가 아닌 통합재건축 방식을 통해 보다 체계적이고 효율적인 사업추진을 진행시켜 왔다. 통합재건축 방식은 단지 간 여건 차이를 조정하면서 도시 기반시설을 확충하고 주거환경을 종합적으로 개선해 장기적인 도시 구조를 재편하는 데 효과적인 방식으로 평가된다.  이번 예비사업시행자 지정에 따라 한국토지신탁은 △특별정비계획(안) 검토 및 수립 지원 △지자체 및 관계기관 협의 △주민 의견 수렴을 위한 행정적·기술적 지원 등 사업 초기 단계의 역할을 수행하게 된다.  특히 한국토지신탁은 풍부한 자본력과 도시정비사업에서의 우수한 성과를 보유하고 있는 만큼, 축적된 노하우와 전문성을 발휘해 강촌마을 통합재건축사업의 안정성과 신속성을 확보할 것으로 기대된다.  한국토지신탁 관계자는 ""이번 예비사업시행자 지정고시를 통해 강촌마을 3·5·7·8단지 통합재건축이 제도적 틀 안에서 본격적으로 사업추진에 박차를 가할 수 있을 것""이라며 ""앞으로도 사업이 안정적으로 진행될 수 있도록 역할을 수행하겠다""고 말했다.",2025.12.18. 오후 2:18,https://n.news.naver.com/mnews/article/015/0005226236
"[속보] 헌재, 조지호 경찰청장 파면","헌법재판소가 18일 조지호 경찰청장을 파면했다. 작년 12월 국회가 탄핵소추한지 1년여만이다.  연합뉴스 등에 따르면 헌재는 이날 오후 2시 대심판정에서 조 청장 탄핵심판 선고기일을 열고 재판관 전원일치 의견으로 국회의 탄핵소추를 인용했다.  파면의 효력은 즉시 발생해 조 청장은 즉시 직위를 잃었다.  헌재는 12·3 비상계엄 사태 당시 경찰력으로 국회의원의 국회 출입을 막은 점, 중앙선거관리위원회 과천청사와 선거연수원에 경찰을 배치한 점에 대해 “그 자체로서 대의민주주의와 권력분립 원칙에 대한 중대한 위반에 해당하고, 그로 인한 헌법 질서에 미친 부정적 영향도 엄중하다”고 판단했다.  그러면서 “피청구인의 법 위반은 파면을 정당화할 정도로 중대하다”고 말했다.  국회의원의 국회 출입 통제에 대해 헌재는 ""대통령의 위헌·위법적 지시를 실행하기 위한 것으로 대의민주주의와 권력분립 원칙에 위배되고, 국회의원의 심의·표결권 등 헌법상 권한을 침해했다""고 판단했다. 중앙선거관리위원회에 경찰을 배치한 데 대해서도 ""위헌·위법한 계엄에 따라 선관위에 진입한 군을 지원해 선관위의 직무 수행과 권한 행사를 방해해 선관위의 독립성을 침해했다""고 평가했다.  조 청장은 비상계엄 사태와 관련해 올해 1월 내란 중요임무종사 혐의로 구속기소 됐다. 다만 혈액암을 앓고 있어 법원으로부터 보석(보증금 등 조건을 붙인 석방) 허가를 받아 불구속 상태로 재판받고 있다.",2025.12.18. 오후 2:17,https://n.news.naver.com/mnews/article/015/0005226235
지적장애인 협박해 농사일 시키고 면세유 가로챈 70대,"같은 마을에 사는 지적장애인을 협박해 농사일을 시키고 면세유를 부정하게 사용한 70대가 징역형의 집행유예를 받았다.  18일 뉴스1에 따르면 청주지법 형사4단독(부장판사 강현호)은 장애인복지법 위반과 사기 혐의로 기소된 70대 A씨에게 징역 1년 6개월에 집행유예 3년을 선고했다. 재판부는 A 씨에게 80시간의 사회봉사와 함께 장애인 관련 기관 취업 제한 3년도 명령했다.  A씨는 2023년 4월10일과 5월2일 청주의 한 마을에서 70대 지적장애인 B씨에게 욕설하며 위협을 가한 뒤 쟁기를 매고 자신의 밭을 갈게 하는 등 농사일을 시킨 혐의로 재판에 넘겨졌다. 또 B씨 명의의 면세유 카드를 사용해 약 120만원 상당의 면세유를 구입하기도 했다.  재판부는 ""피고인은 정신적·신체적 자유를 부당하게 구속하는 수단으로 장애인에게 노동을 강요해 죄질이 매우 좋지 않다""고 판시했다.",2025.12.18. 오후 2:15,https://n.news.naver.com/mnews/article/015/0005226234
"아더셀렉션, 틱톡 LIVE FEST 2025서 국내 호스트 최종 1위 배출","틱톡 라이브 전문 에이전시 아더셀렉션(대표 안성환)이 2025년 TikTok LIVE FEST에서 국내 호스트 최종 1위를 배출하며 경쟁력을 입증했다.  LIVE FEST는 전국 약 1000개 이상의 틱톡 라이브 에이전시와 다수의 호스트가 참여한 대형 이벤트로, 장기간 누적 성과와 라이브 완성도, 팬덤 지표 등을 종합해 순위가 결정된다. 이러한 경쟁 속에서 아더셀렉션 소속 재이 호스트가 국내 최종 1위를 기록했다고 18일 밝혔다.  아더셀렉션은 대규모 인원 중심의 운영 방식과 달리 소수 정예 기반의 밀착 케어 전략을 적용하고 있다. 현재 약 400명 규모의 크리에이터를 운영하고 있으며, 각 호스트의 데이터 분석을 바탕으로 콘텐츠 방향성, 라이브 흐름, 팬 소통 방식 등을 세분화해 관리하고 있다.  LIVE FEST 기간 동안에는 호스트별 라이브 시간대 최적화, 이벤트 구조에 맞춘 후원 동선 설계, 실시간 성과 모니터링을 통한 즉각적인 피드백 등 전략적 운영이 이뤄졌으며, 장기간 이어지는 경쟁 특성을 고려한 컨디션 관리와 심리적 케어도 병행됐다. 단순 참여가 아닌, 결과를 목표로 한 운영이 전반에 반영됐다는 설명이다.  업계 관계자는 “LIVE FEST는 단기 이벤트가 아닌 장기간 누적 경쟁 구조인데, 끝까지 안정적인 성과를 유지했다는 점에서 에이전시 운영력의 차이가 분명히 드러난 사례”라고 평가했다.  안성환 대표는 “아더셀렉션은 단순히 많은 호스트를 보유하는 에이전시가 아니라, 한 명 한 명의 성장을 끝까지 책임지는 파트너를 지향해 왔다”며 “전국 1000개 이상의 에이전시가 경쟁한 LIVE FEST에서 국내 최종 1위를 배출한 것은 우연이 아니라 운영 구조와 실행력이 만들어낸 결과”라고 밝혔다. 이어 “앞으로도 라이브 콘텐츠와 광고, 커머스를 아우르는 종합 틱톡 라이브 솔루션을 통해 크리에이터와 함께 성장하는 에이전시로 자리매김하겠다”고 전했다.  한편, 아더셀렉션은 앞서 2025년 11월 TikTok LIVE ‘GO TO GLOBAL’ 종합 랭킹 1위를 기록한 바 있다. 이번 LIVE FEST 성과를 더해 단기간 내 가시적인 성과를 만들어낸 에이전시로 평가받고 있다.  한경닷컴 뉴스룸 open@hankyung.com",2025.12.18. 오후 2:07,https://n.news.naver.com/mnews/article/015/0005226233
"삼성물산, 4700억원 규모 호주 송전 설비 프로젝트 수주","삼성물산이 호주에서 4000억원대 ‘고압 직류 송전 설비(HVDC)’ 공사를 수주했다.  삼성물산 건설부문은 호주 연방정부와 빅토리아·태즈메이니아 주정부가 공동 설립한 마리너스링크와 ‘마리너스링크 HVDC 프로젝트’ 계약을 맺었다고 18일 밝혔다.   빅토리아주 헤이즐우드와 태즈메이니아주 헤이브릿지를 잇는 총 345km(땅속 90km·해저 255km) 길이 송전 설비를 설계·조달·시공(EPC)하는 사업이다.  750MW(메가와트) 규모의 전기를 보낼 수 있다. 태즈메이니아의 풍부한 신재생 에너지를 빅토리아주를 비롯한 호주 본토로 안정적으로 공급할 수 있게 된다. 에너지 손실을 최소화하면서 양방향 송전이 가능하다.   삼성물산은 현지 인프라 전문 건설사인 DTI와 합작사를 구성해 지하 케이블 설치를 위한 토목 공사와 변환소 공사를 패키지로 수주했다. 공사비는 약 9400억원이며, 삼성물산 지분은 50%인 약 4700억원이다.   삼성물산은 사업 초기 단계부터 시공자가 설계에 참여하며 최적화한 설계안과 수행 역량을 제시해 발주처로부터 높은 평가를 받았다고 소개했다.  삼성물산은 지난 7월 약 2000억원 규모 호주 빅토리아주 ‘나와레 배터리 에너지저장장치(BESS)’ 사업을 수주하는 등 호주 에너지 시장에서 누적 1조원 규모의 실적을 올렸다.",2025.12.18. 오후 2:06,https://n.news.naver.com/mnews/article/015/0005226232
"尹, 청년들에 ""바른 나라 물려주려는 절박함에 비상사태 선포""","윤석열 전 대통령은 18일 옥중에서 청년들을 향해 “올바른 나라를 물려줘야 한다는 절박함이 모든 것을 내어놓고 비상사태를 선포한 이유 중 하나”라고 말했다.  윤 전 대통령 측 배의철 변호사는 이날 오후 페이스북에 “윤 전 대통령의 접견 말씀을 적어 전한다. 오늘은 윤 전 대통령의 65번째 생일”이라며 이 같은 발언 내용을 전했다.  배 변호사가 정리한 ‘12·18 청년 여러분께 드리는 성탄 메시지’에서 윤 전 대통령은 “저희 부부에게는 자녀가 없다”며 청년들이 자녀로 느껴지고, 청년들을 위해 비상계엄을 선포했다는 취지로 주장했다.  그러면서 “그 결과 저는 옥중의 고난 속에 있지만 대한민국은 청년들이 보여준 희망을 얻었다”고 덧붙였다.  윤 전 대통령은 성경 로마서 8장18절의 ‘현재의 고난은 장차 우리에게 나타날 영광과 비교할 수 없으니’라는 문구를 인용한 뒤 “지금은 시련과 고난 속에 있을지라도 여러분의 내일은 더욱 찬란하게 빛날 것”이라고 강조했다.  이어 ""성탄의 은총이 청년 여러분의 걸음마다 머물고 무엇보다 건강하며, 여러분의 아름다운 꿈이 이뤄지기를 하나님께 간절히 기도한다""며 “부정과 불의에 침묵하지 않는 청년 여러분은 이 시대 예수의 제자들”이라고 말했다.",2025.12.18. 오후 2:04,https://n.news.naver.com/mnews/article/015/0005226231
'은행이 최고야' 하더니…돌변한 일본인들 몰려든 곳이,"일본 가계의 금융자산에서 현금·예금이 차지하는 비중이 18년 만에 50%를 밑돌았다고 니혼게이자이신문이 18일 보도했다.  일본은행 자금순환통계에 따르면 현금·예금 비중은 9월 말 49.1%로 6월 말 50.3%보다 하락했다. 닛케이는 “주식이나 투자신탁 같은 운용자산으로 전환이 진행되고 있다”고 전했다. 가계 금융자산은 2286조엔으로 두 분기 연속 사상 최고치를 기록했다. 전년 동기 대비 4.9% 증가했다. 이 가운데 현금·예금은 1122조엔으로 0.5% 증가에 그쳤다.  가계 자산에서 현금·예금 비중이 50%를 밑돈 것은 2007년 9월 말 이후 처음이다. 배경에는 물가 상승이 있다. 현재 3% 안팎의 인플레이션이 지속되는 가운데 현금·예금으로 방치하면 실질 가치가 줄어들기 때문에 주식 등 위험 자산으로 자금을 돌리려는 분위기가 확산하고 있다.  가계 자금이 향하는 곳은 주식과 투자신탁이다. 금융자산에서 주식 등은 19.3% 증가한 317조엔, 투자신탁은 21.1% 증가한 153조엔으로 각각 사상 최고를 경신했다. 새로운 소액투자비과세제도(NISA)가 호재로 작용했다. 일본증권업협회가 증권사 10곳을 대상으로 실시한 조사에 따르면, NISA 계좌는 10월 말 기준 1772만개로 1년 전보다 10% 증가했다.  개인용 국채 등에도 자금이 유입되고 있다. 가계가 보유한 채권은 33조엔으로 10.5% 증가했다. 2012년 6월 말 이후 최고 수준이다. 올해 개인용 국채 판매는 총 5조2803억엔으로 전년 대비 약 30% 증가했다. 2007년 이후 18년 만에 가장 많은 금액이다.  일본은 미국, 유럽과 비교하면 여전히 현금·예금에 대한 편중이 크다. 미국은 가계 금융자산의 약 50%를 주식이나 투자신탁이 차지한다. 현금·예금은 10% 정도에 그친다. 후지시로 고이치 다이이치생명경제연구소 수석 이코노미스트는 “인플레이션이 진행돼 주가가 상승하는 국면에서는 투자를 시작했는지 여부에 따라 가계 간 격차가 벌어지기 쉽다”고 지적했다.  도쿄=김일규 특파원 black0419@hankyung.com",2025.12.18. 오후 2:03,https://n.news.naver.com/mnews/article/015/0005226230
서울 집값 무섭네…36억에 팔렸던 아파트가 10개월 만에,"서울 집값이 오름세를 유지하고 있다. 연간 누적 상승률로 살펴보면 10년 만에 가장 높은 수준을 기록할 전망이다.  18일 한국부동산원이 발표한 주간 아파트 가격 동향에 따르면 12월 셋째 주(15일) 기준 서울 집값은 0.18% 상승해 전주와 같은 상승 폭을 유지했다. 서울 아파트값은 2월 첫째 주부터 45주 연속 오르고 있다.  올해 서울 집값은 누적으로 8.25% 상승했다. 지난해 연간 상승률은 4.48%였는데 2배에 근접한 상황이다. 부동산원이 통계를 발표하기 시작한 2012년 이후 가장 높은 상승률은 2015년 기록한 8.1%인데 이를 뛰어넘었다.  이번주 가격 변화를 자치구별로 살펴보면 동작구(0.33%)가 가장 많이 뛰었다. 국토교통부 실거래가 공개시스템에 따르면 동작구 상도동에 있는 'e편한세상상도노빌리티' 전용면적 59㎡는 지난 10일 18억5000만원에 손바뀜했다. 지난 8월 거래된 16억8000만원보다 1억7000만원 뛰어 신고가를 기록했다.  용산구(0.31%)도 상승 폭이 컸다. 용산구 한강로3가에 있는 '센트럴파크' 전용 102㎡는 지난 3일 38억6500만원에 새 주인을 찾았다. 지난 2월 기록한 신고가 36억원보다 2억6500만원 더 높은 수준이다.  성동구는 0.31% 올랐다. 성동구 하왕십리동에 있는 '센트라스' 전용 84㎡는 지난 9일 24억3000만원에 새 주인을 찾았다. 직전 거래보다 1억8000만원 뛰어 신고가를 기록했다.  영등포구(0.28%)는 신길동과 당산동에 있는 역세권 아파트를 중심으로 상승했다. 송파구(0.28%)는 가락동과 문정동에서, 광진구(0.24%)는 광장동과 자양동을 중심으로, 서초구(0.24%)는 반포동과 잠원동 대단지 아파트가 집값을 견인했다.   부동산원 관계자는 ""실수요자들이 거래를 관망하는 분위기 속에서 개발 기대감이 있는 지역이나 대단지, 신축 등 선호도가 높은 곳을 중심으로 국지적인 상승 거래가 발생하는 상황""이라고 분석했다.  서울 전셋값은 0.16% 올라 전주(0.15%)보다 상승 폭이 커졌다.  서초구는 0.58% 상승해 25개 자치구 가운데 가장 큰 폭으로 뛰었는데 잠원동과 반포동에 있는 주요 단지에서 가격을 이끌었다. 강동구(0.23%)는 명일동과 고덕동에 있는 선호 단지를 중심으로 강남구(0.2%)는 대치동과 도곡동 구축 전셋값이 많이 올랐다. 양천구(0.18%)는 목동과 신정동이 가격 상승을 주도했다.  용산구는 이촌동과 문배동을 중심으로 0.17% 올랐고, 광진구(0.17%)는 광장동과 구의동 학군지를 중심으로, 성북구(0.17%)는 길음동과 돈암동에서, 성동구(0.14%)는 성수동과 행당도 중소형 아파트를 중심으로 전셋값이 올랐다.  부동산원 관계자는 ""매물 부족 현상이 이어지고 있는 가운데 학군지, 역세권 등 정주 여건이 양호한 단지를 중심으로 세입자들이 몰리면서 서울 전반적인 전셋값이 올랐다""고 했다.",2025.12.18. 오후 2:01,https://n.news.naver.com/mnews/article/015/0005226229
로봇이 늘수록 AI가 똑똑해진다…아이엘·솔트룩스의 승부수,"풀스택 미래모빌리티 플랫폼 기업 아이엘이 국내 대표 인공지능(AI) 기업 솔트룩스와 함께 휴머노이드 및 지능형 로봇을 중심으로 한 피지컬 AI 데이터 주도권 확보를 위한 전략적 협력(MOU)을 체결했다고 18일 발표다.  이번 협력은 단순한 기술 제휴를 넘어, 피지컬 AI 경쟁의 핵심인 ‘실환경 데이터’를 누가 선점·통제하느냐에 초점을 맞춘 전략적 파트너십이라는 점에서 의미가 크다.  양사는 로봇 플랫폼과 파운데이션 AI를 유기적으로 결합해, 해외 빅테크 의존 없이 국내 주도의 피지컬 AI 생태계 구축을 본격화한다는 전략이다. 송성근 아이엘 의장은 “AI는 따라갈 수 있지만, 데이터가 쌓이는 물리적 세계는 먼저 차지한 기업이 지배한다”고 강조했다.  아이엘은 휴머노이드 및 지능형 로봇 플랫폼 전반의 하드웨어·소프트웨어 개발과 실제 현장 운용을 담당한다. 이를 통해 로봇의 행동, 센서, 환경 상호작용 과정에서 발생하는 데이터를 직접 확보하고, 피지컬 AI 학습에 필수적인 고품질 실환경 데이터를 지속적으로 축적해 나갈 계획이다.  솔트룩스는 아이엘의 휴머노이드 로봇 플랫폼을 통해 생성되는 데이터를 기반으로 피지컬 AI 파운데이션 모델 개발과 대규모 학습·고도화 연구를 담당한다. 멀티모달 기반의 추론·행동 모델을 고도화해, 로봇이 실제 물리 환경에서 스스로 판단하고 움직이는 차세대 지능형 로봇 AI 구현을 목표로 한다.  특히 이번 협력은 ‘로봇 대수 증가 → 데이터 축적 → AI 성능 고도화 → 플랫폼 가치상승’으로 이어지는 선순환 구조를 명확히 설계했다는 점에서 시장의 주목을 받고 있다. 단발성 실증이나 프로젝트 협업을 넘어, 장기적인 네트워크 효과를 내재한 플랫폼형 협력 모델이라는 평가다.  양사는 향후 제조·물류·도시 인프라·공공 영역을 중심으로 피지컬 AI 적용 범위를 확대하고, 산업별 맞춤형 패키지 솔루션 개발 및 글로벌 시장 진출도 공동으로 추진할 예정이다. 아울러 피지컬 AI 데이터 거버넌스 체계를 구축해, 데이터 활용과 확장 과정에서도 주도권을 공고히 한다는 방침이다.  아이엘 관계자는 “AI 경쟁의 본질은 알고리즘이 아니라 실제 물리 환경에서 축적되는 데이터”라며 “이번 협력을 통해 아이엘은 피지컬 AI 데이터가 생성되는 현장을 장악하고, 솔트룩스는 그 데이터를 학습해 진화하는 두뇌를 구축함으로써 글로벌 경쟁력을 갖춘 피지컬 AI 플랫폼 기업으로 도약할 것”이라고 말했다.  솔트룩스 관계자는 “피지컬 AI는 파운데이션 모델의 다음 진화 단계”라며 “아이엘의 휴머노이드 로봇 플랫폼에서 생성되는 고품질 실데이터는 글로벌 경쟁력을 갖춘 피지컬 AI 모델을 만드는 핵심 자산이 될 것”이라고 말했다.",2025.12.18. 오후 2:01,https://n.news.naver.com/mnews/article/015/0005226228
"SH, 미리내집 입주민에 출산·양육 정보 원스톱 제공","서울주택도시개발공사(SH)가 미리내집 입주민을 대상으로 '출산·양육 원스톱 정보 제공 서비스'를 제공한다고 18일 밝혔다.  SH는 미리내집 입주민이 아이를 낳고 키우는 과정에서 실질적인 도움을 제공해 저출산 문제 해결에 기여하고자 이번 서비스를 기획했다.  이를 위해 지난 9월 서울시여성가족재단과 업무협약(MOU)을 체결하고, 복잡하게 분산돼 있던 각종 지원 정보를 체계적으로 통합했다.  임신 준비 단계부터 자녀 나이 만 12세까지 정부와 서울시의 출산·양육·보육 관련 지원 정책과 예방접종, 건강검진, 양육수당, 보육료 등의 맞춤형 정보를 원스톱 방식으로 제공한다.  SH는 입주민이 육아 지원 정책을 몰라 혜택을 놓치거나, 정보를 찾느라 불필요한 시간을 낭비하지 않도록 관련 정보를 지속적으로 최신화하고 서비스 품질을 고도화한다는 방침이다.  SH는 미리내집 입주민에게 '출산·양육 원스톱 정보제공 서비스' 이용 방법을 알림톡으로 전달하고 SH 블로그에도 관련 팸플릿을 게시한다.  황상하 SH 사장은 ""단순한 주택 공급을 넘어 출산과 양육에 따르는 부담을 덜어주는 솔루션 플랫폼으로 역할을 확대하겠다""며 ""앞으로도 미리내집 입주민이 안정적인 환경에서 아이들을 건강하게 양육할 수 있도록 지원하겠다""고 말했다.",2025.12.18. 오후 2:00,https://n.news.naver.com/mnews/article/015/0005226227
그린리소스 수주공시 - 팜혼합물 단기 물품공급계약 45억원 (매출액대비 24.31 %),"12월 18일 그린리소스(402490)는 수주공시를 발표했다.  ◆그린리소스 수주공시 개요 - 팜혼합물 단기 물품공급계약 45억원 (매출액대비 24.31 %)  그린리소스(402490)는 팜혼합물 단기 물품공급계약에 관한 단일판매ㆍ공급계약체결 을 18일에 공시했다. 계약 상대방은 (주)미라클에너지이고, 계약금액은 45억원 규모로 최근 그린리소스 매출액 185억원 대비 약 24.31 % 수준이다. 이번 계약의 기간은 2025년 12월 18일 부터 2026년 03월 17일까지로 약 2개월이다. 한편 이번 계약수주는 2025년 12월 18일에 체결된 것으로 보고되었다.    수주 공시는 향후 기업의 실적에 직접적인 영향을 미치기 때문에 계약의 규모, 계약 기간 등에 대해서 주의 깊게 살펴볼 필요가 있다. 특히 수주 공시가 늘어나는데 주가는 움직이지 않는다면 매수 관점에서 접근해 볼 수도 있다.  한경로보뉴스  이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",2025.12.18. 오후 1:56,https://n.news.naver.com/mnews/article/015/0005226226
"현대차증권, 채권사업실 조직개편…""업무 효율화 차원""","현대차증권이 채권사업실 수익성 제고 취지에서 조직개편을 단행했다고 18일 밝혔다.  현대차증권은 기존 채권사업실 산하의 4개 팀이 중개업무를 중복으로 하던 채권 중개 업무를 효율화하고, 다른 부문에서 담당하던 관련 업무를 일원화했다고 설명했다.  채권사업실은 그대로 유지하되 채권금융1·2팀, 캐피탈마켓팀, 멀티솔루션팀을 멀티솔루션팀(채권 중개)과 채권운용팀(채권 운용)으로 개편했다.  이 가운데 채권금융1·2팀, 캐피탈마켓팀과는 계약을 종료하기로 했다.  현대차증권 측은 ""채권 중개에 편중된 채권사업실 업무를 중개·운용으로 다각화하기 위한 조치""라며 ""채권 중개와 운용 업무에는 변동이 없다""고 말했다.",2025.12.18. 오후 1:56,https://n.news.naver.com/mnews/article/015/0005226225
